"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GRIN","Grindrod Shipping Holdings Ltd.","6","114382998","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/grin",
"GVP","GSE Systems, Inc.","2.96","58705984.88","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","8.86","194455948.64","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/gsit",
"GSVC","GSV Capital Corp","5.78","115108705.78","n/a","2011","n/a","n/a","https://www.nasdaq.com/symbol/gsvc",
"GFED","Guaranty Federal Bancshares, Inc.","22.5","99563985","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/gfed",
"GIFI","Gulf Island Fabrication, Inc.","9.59","144648089.39","n/a","1997","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","1.18","55228473.38","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/gure",
"GWGH","GWG Holdings, Inc","8.208","271013065.488","n/a","2014","Finance","Life Insurance","https://www.nasdaq.com/symbol/gwgh",
"HNRG","Hallador Energy Company","5.44","164162825.6","n/a","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","9.86","178058545.36","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hall",
"HROW","Harrow Health, Inc.","6.28","146185683","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hrow",
"HBIO","Harvard Bioscience, Inc.","2.97","110762936.46","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","11.1337","71321168.4234","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcap",
"HWBK","Hawthorn Bancshares, Inc.","22.995","138771214.785","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hwbk",
"HSDT","Helius Medical Technologies, Inc.","7.13","181805752.39","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/hsdt",
"HNNA","Hennessy Advisors, Inc.","10.5","83134023","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/hnna",
"HX","Hexindai Inc.","2.51","20749364.29","8266679","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/hx",
"HFFG","HF Foods Group Inc.","13.36","296157612.96","n/a","2017","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/hffg",
"HCCH","HL Acquisitions Corp.","9.82","68378967.7","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/hcch",
"HMNF","HMN Financial, Inc.","19.55","94317274.15","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hmnf",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","30.5","57392917.5","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hfbl",
"HMTA","HomeTown Bankshares Corporation","13.3295","77441582.4755","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hmta",
"HFBC","HopFed Bancorp, Inc.","19.63","130523599.7","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hfbc",
"HRZN","Horizon Technology Finance Corporation","11.52","132856151.04","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/hrzn",
"HWCC","Houston Wire & Cable Company","6.05","99966805.95","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"HBMD","Howard Bancorp, Inc.","14.12","268758159.68","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbmd",
"HTGM","HTG Molecular Diagnostics, Inc.","2.2","62690650","n/a","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HDSN","Hudson Technologies, Inc.","1.2","51119317.2","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/hdsn",
"HUNT","Hunter Maritime Acquisition Corp.","10.1","191560387.5","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hunt",
"HURC","Hurco Companies, Inc.","37.6","252790816","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HBP","Huttig Building Products, Inc.","2.32","60412827.84","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hbp",
"HYGS","Hydrogenics Corporation","6.81","129290669.34","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hygs",
"HYRE","HyreCar Inc.","4.56","53388666.96","n/a","2018","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/hyre",
"IDSY","I.D. Systems, Inc.","6","108718428","n/a","1999","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/idsy",
"ICAD","icad inc.","6.05","101468772.9","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icad",
"ICLK","iClick Interactive Asia Group Limited","4.55","80015471.9","17585818","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"IDEX","Ideanomics, Inc.","1.25","127832507.5","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/idex",
"INVE","Identiv, Inc.","5.35","82830920.25","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","2.72","73933505.92","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/idra",
"IROQ","IF Bancorp, Inc.","20","77428160","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/iroq",
"IMMR","Immersion Corporation","9.5","292630818","n/a","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"IMDZ","Immune Design Corp.","1.53","73692186.84","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imdz",
"IMMP","Immutep Limited","2.1","17688287.4","8422994","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immp",
"IMV","IMV Inc.","5.67","255753293.67","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imv",
"INFI","Infinity Pharmaceuticals, Inc.","1.27","72220601.05","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/infi",
"III","Information Services Group, Inc.","4.19","189331095.61","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/iii",
"IEA","Infrastructure and Energy Alternatives, Inc.","8.8","189883320","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/iea",
"INWK","InnerWorkings, Inc.","4.51","233541397.65","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/inwk",
"INNT","Innovate Biopharmaceuticals, Inc.","2.3","59963861.2","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/innt",
"INSE","Inspired Entertainment, Inc.","6.75","145021772.25","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"INSY","Insys Therapeutics, Inc.","3.81","282967408.41","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","7.8","259162706.4","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntec",
"IMI","Intermolecular, Inc.","1.17","58210443.72","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","5.65","144145704.1","n/a","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IVAC","Intevac, Inc.","5.46","124567131.78","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ivac",
"IIN","IntriCon Corporation","26.18","226219468.86","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/iin",
"PLW","Invesco 1-30 Laddered Treasury ETF","31.82","146372000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plw",
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","39.22","131387000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/adre",
"PYZ","Invesco DWA Basic Materials Momentum ETF","57.5392","69047040","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pyz",
"PSL","Invesco DWA Consumer Staples Momentum ETF","66.63","173238000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psl",
"PIZ","Invesco DWA Developed Markets Momentum ETF","24.28","188170000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/piz",
"PIE","Invesco DWA Emerging Markets Momentum ETF","16.41","180510000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pie",
"PXI","Invesco DWA Energy Momentum ETF","31.91","57438000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxi",
"PTH","Invesco DWA Healthcare Momentum ETF","78.34","195850000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pth",
"PRN","Invesco DWA Industrials Momentum ETF","54.82","87712000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/prn",
"DWAS","Invesco DWA SmallCap Momentum ETF","47.54","256716000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwas",
"DWTR","Invesco DWA Tactical Sector Rotation ETF","26.8875","57808151.8875","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwtr",
"PTF","Invesco DWA Technology Momentum ETF","58.38","122598000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ptf",
"PUI","Invesco DWA Utilities Momentum ETF","29.88","189738000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pui",
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","27.365","129983777.365","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/idlb",
"PIO","Invesco Global Water ETF","24.7252","169367620","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pio",
"PGJ","Invesco Golden Dragon China ETF","36","185400000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pgj",
"IPKW","Invesco International BuyBack Achievers ETF","31.04","197104000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipkw",
"KBWD","Invesco KBW High Dividend Yield Financial ETF","21.79","291986000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwd",
"KBWP","Invesco KBW Property & Casualty Insurance ETF","59.541","59541000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwp",
"KBWR","Invesco KBW Regional Banking ETF","50.91","101820000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwr",
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","30.44","176552030.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uslb",
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","60.1084","72130080","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscd",
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","74.4468","67002120","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscc",
"PSCF","Invesco S&P SmallCap Financials ETF","52.0588","148367580","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscf",
"PSCI","Invesco S&P SmallCap Industrials ETF","60.68","97088000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psci",
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","51.96","59754000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscu",
"ISTR","Investar Holding Corporation","23.53","223510317.03","n/a","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/istr",
"IPIC","iPic Entertainment Inc.","5.2248","59754621.6792","n/a","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ipic",
"IRMD","iRadimed Corporation","25.76","281667954.4","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/irmd",
"IRIX","IRIDEX Corporation","4.47","60765805.8","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/irix",
"ISHG","iShares 1-3 Year International Treasury Bond ETF","80","76000000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ishg",
"HEWG","iShares Currency Hedged MSCI Germany ETF","25.42","209715000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hewg",
"SUSB","iShares ESG 1-5 Year USD Corporate Bond ETF","24.6055","57822925","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/susb",
"ESGU","iShares ESG MSCI USA ETF","58.28","148614000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/esgu",
"FALN","iShares Fallen Angels USD Bond ETF","25.4601","63650250","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/faln",
"GNMA","iShares GNMA Bond ETF","48.78","114633000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/gnma",
"EWZS","iShares MSCI Brazil Small-Cap ETF","16.41","83691000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ewzs",
"IEUS","iShares MSCI Europe Small-Cap ETF","48.96","166464000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","16.59","185808000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ring",
"ENZL","iShares MSCI New Zealand ETF","49.03","142187000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar ETF","19.62","58860000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qat",
"ICLN","iShares S&P Global Clean Energy Index Fund","9.205","178577000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/icln",
"ITI","Iteris, Inc.","3.85","127997819.95","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","6.85","96992047.55","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/itrm",
"MAYS","J. W. Mays, Inc.","39.88","80389306.4","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/mays",
"JAKK","JAKKS Pacific, Inc.","2.035","59360772.955","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jakk",
"JRSH","Jerash Holdings (US), Inc.","6.65","75311250","n/a","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JMU","JMU Limited","0.77","1858498.18","2413634","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/jmu",
"JNCE","Jounce Therapeutics, Inc.","3.62","118375791.9","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/jnce",
"KALA","Kala Pharmaceuticals, Inc.","5.52","186552021.12","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kala",
"KMDA","Kamada Ltd.","5.35","215431269.45","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","5.22","268735747.68","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/kndi",
"KBLM","KBL Merger Corp. IV","10.22","152048050","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/kblm",
"KCAP","KCAP Financial, Inc.","3.54","132137034.84","n/a","2006","n/a","n/a","https://www.nasdaq.com/symbol/kcap",
"KMPH","KemPharm, Inc.","2.76","73016771.52","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","7.376","62169692.896","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/kffb",
"KEQU","Kewaunee Scientific Corporation","31.15","85485723.75","n/a","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kequ",
"KTCC","Key Tronic Corporation","6.3","67785984","n/a","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ktcc",
"KINS","Kingstone Companies, Inc","16.39","176083883.47","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kins",
"KIRK","Kirkland&#39;s, Inc.","10.29","152891238.15","n/a","2002","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/kirk",
"KOD","Kodiak Sciences Inc","8","294638856","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/kod",
"KOPN","Kopin Corporation","1.32","96538533.96","n/a","1992","Technology","Semiconductors","https://www.nasdaq.com/symbol/kopn",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","42.73","145282000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kweb",
"KVHI","KVH Industries, Inc.","11.45","203093584.95","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","18.04","190553489.28","n/a","n/a","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","6.14","161074494.34","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","15.35","92405756.65","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/lsbk",
"LAKE","Lakeland Industries, Inc.","10.95","88908393.6","n/a","1986","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/lake",
"LARK","Landmark Bancorp Inc.","23.92","104552358.56","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lark",
"LTRX","Lantronix, Inc.","3.04","66873442.72","n/a","2000","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ltrx",
"LAWS","Lawson Products, Inc.","29.25","260899587","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","6.11","51761524.88","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","16.44","218740365","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lcnb",
"LGCY","Legacy Reserves Inc.","1.64","177845335.92","n/a","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lgcy",
"LACQ","Leisure Acquisition Corp.","9.91","247750000","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lacq",
"LEVL","Level One Bancorp, Inc.","24.48","189725287.68","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/levl",
"LFAC","LF Capital Acquistion Corp.","9.86","191345625","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/lfac",
"LCUT","Lifetime Brands, Inc.","10.34","214680620.66","n/a","1991","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","14.61","206032820.58","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lfvn",
"LLEX","Lilis Energy, Inc.","1.79","128825968.85","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/llex",
"LMST","Limestone Bancorp, Inc.","14.25","106256407.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/lmst",
"LINC","Lincoln Educational Services Corporation","2.8","68997017.6","n/a","2005","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/linc",
"LQDA","Liquidia Technologies, Inc.","15","232174290","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","8.31","275839547.28","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/lqdt",
"LOGC","LogicBio Therapeutics, Inc.","8.4","186279483.6","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/logc",
"LONE","Lonestar Resources US Inc.","4.99","122939263.73","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lone",
"LOAC","Longevity Acquisition Corporation","9.97","52541900","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/loac",
"LOOP","Loop Industries, Inc.","8.65","292419356.9","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/loop",
"LRAD","LRAD Corporation","2.53","83963082.17","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","3.32","86403849.92","n/a","1985","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/lyts",
"LUNA","Luna Innovations Incorporated","3.41","95263127.41","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","10.4","239465460","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbtf",
"MFNC","Mackinac Financial Corporation","15.86","169904135.7","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfnc",
"MAGS","Magal Security Systems Ltd.","5.39","124201619.08","n/a","1993","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/mags",
"MGTA","Magenta Therapeutics, Inc.","7.24","240017142.36","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mgta",
"MGYR","Magyar Bancorp, Inc.","11.74","68335558.04","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","1.17","97043002.29","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/mhld",
"MLVF","Malvern Bancorp, Inc.","19.89","154636674.66","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","8.13","102234815.04","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mams",
"LOAN","Manhattan Bridge Capital, Inc","6.0032","58012529.5232","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","6.69","131272451.1","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mntx",
"MNKD","MannKind Corporation","1.29","205880869.17","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnkd",
"MCHX","Marchex, Inc.","3.94","165412094.1","n/a","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mchx",
"MRNS","Marinus Pharmaceuticals, Inc.","3.28","132922042.64","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrns",
"MRKR","Marker Therapeutics, Inc.","5.98","271316756.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrkr",
"MRLN","Marlin Business Services Corp.","23.13","286826063.04","n/a","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/mrln",
"MBII","Marrone Bio Innovations, Inc.","1.42","157180555.44","n/a","2013","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/mbii",
"MXWL","Maxwell Technologies, Inc.","2.85","130724278.8","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mxwl",
"MDCA","MDC Partners Inc.","2.92","145810477.4","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","5.3","129532275.6","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mfin",
"MTBC","Medical Transcription Billing, Corp.","4.23","50039876.34","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtbc",
"MDWD","MediWound Ltd.","4.76","129371273.64","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/mdwd",
"MEIP","MEI Pharma, Inc.","2.67","189904935.48","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/meip",
"MGTX","MeiraGTx Holdings plc","10.02","274414052.64","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mgtx",
"MLNT","Melinta Therapeutics, Inc.","0.9358","52423753.6932","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnt",
"MNLO","Menlo Therapeutics Inc.","5.56","129170943.04","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mnlo",
"MRBK","Meridian Corporation","16.8","107390421.6","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/mrbk",
"MACK","Merrimack Pharmaceuticals, Inc.","5.17","68982193.28","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mack",
"MRSN","Mersana Therapeutics, Inc.","4.25","98525506","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrsn",
"MRUS","Merus N.V.","11.92","271190334.64","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrus",
"MESA","Mesa Air Group, Inc.","8.745","209030886.735","n/a","2018","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/mesa",
"MVIS","Microvision, Inc.","0.7802","79662003.4586","n/a","1996","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mvis",
"MPB","Mid Penn Bancorp","23.97","202714841.31","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mpb",
"MBCN","Middlefield Banc Corp.","44.42","144113227.44","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbcn",
"MLND","Millendo Therapeutics, Inc. ","10.045","129724264.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mlnd",
"NERV","Minerva Neurosciences, Inc","7.08","275209986.36","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","2.85","87892469.55","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/mgen",
"MSON","MISONIX, Inc.","18.82","179416762.46","n/a","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson",
"MMAC","MMA Capital Holdings, Inc.","26.9","157264636.1","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mmac",
"MTC","MMTec, Inc.","6.62","131076000","n/a","2019","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mtc",
"MMDM","Modern Media Acquisition Corp.","10.26","265477500","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdm",
"MOGO","Mogo Finance Technology Inc.","2.28","52815399.72","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mogo",
"MTEM","Molecular Templates, Inc.","4.31","157298259.96","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtem",
"MGI","Moneygram International, Inc.","2.29","127359153.79","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mgi",
"MRCC","Monroe Capital Corporation","11.73","239814735.72","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/mrcc",
